# Directed graph: Slashdot0902SCC.txt 
# Save as tab-separated list of edges
# Nodes: 10559 Edges: 10565
# FromNodeId	ToNodeId
82414	71721
28614	73228
30497	33319
31666	74287
82375	81467
82370	81555
82368	75294
82366	75594
36748	75866
41115	19504
41131	76978
41758	77111
43498	77518
49802	18035
82183	81809
82323	81890
53103	64424
82415	79008
56338	27416
56386	79586
56413	79593
58360	79861
82298	79879
58966	79917
82268	80467
63893	80490
82196	80492
82400	65851
68828	80987
82246	82079
82240	81193
82233	82108
73430	81412
82176	82105
82176	82106
82222	34064
82374	81478
82186	75626
76024	81629
76334	81660
76381	81662
77190	81737
77410	34064
77503	81775
82326	81883
82325	78973
82322	81894
82320	81911
82316	79875
82313	79492
82304	81957
82270	82026
80558	82044
80560	82045
80562	82047
80563	82048
80569	82051
82262	82052
82206	82162
82194	82054
82178	75876
82191	82083
81428	82204
82225	82118
82168	2
82168	219
82168	228
82168	402
82168	448
82168	510
82168	593
82168	2498
82168	2618
82168	3143
82168	3174
82168	3175
82168	3181
82168	4894
82168	4987
82168	5057
82168	5348
82168	5359
82168	5368
82168	5374
82168	5385
82168	5387
82168	5388
82168	5399
82168	5400
82168	5401
82168	5404
82168	5406
82168	5448
82168	5681
82168	5726
82168	5876
82168	5880
82168	5894
82168	5944
82168	6068
82168	6241
82168	6253
82168	6276
82168	6378
82168	6379
82168	6380
82168	6381
82168	6382
82168	6486
82168	6529
82168	6555
82168	6569
82168	6579
82168	6592
82168	6648
82168	6672
82168	6700
82168	7159
82168	7875
82168	7979
82168	7994
82168	7995
82168	8015
82168	8018
82168	8341
82168	8394
82168	8420
82168	8428
82168	8432
82168	8443
82168	8444
82168	8446
82168	8448
82168	8456
82168	8457
82168	8464
82168	8465
82168	8473
82168	8479
82168	8480
82168	8483
82168	8488
82168	8489
82168	8498
82168	8623
82168	8650
82168	8771
82168	8773
82168	8779
82168	8780
82168	8784
82168	8786
82168	8811
82168	8840
82168	8949
82168	9025
82168	9106
82168	9165
82168	9199
82168	9201
82168	9210
82168	9233
82168	9243
82168	9250
82168	9286
82168	9381
82168	9383
82168	9413
82168	9639
82168	9772
82168	9842
82168	9908
82168	9948
82168	9955
82168	9997
82168	10025
82168	10026
82168	10047
82168	10074
82168	10075
82168	10078
82168	10087
82168	10092
82168	10094
82168	10102
82168	10107
82168	10122
82168	10123
82168	10124
82168	10153
82168	10155
82168	10158
82168	10208
82168	10210
82168	10219
82168	10228
82168	10231
82168	10241
82168	10286
82168	10290
82168	10306
82168	10377
82168	10474
82168	10475
82168	10477
82168	10520
82168	10563
82168	10683
82168	10689
82168	10699
82168	10702
82168	10703
82168	10748
82168	10828
82168	10918
82168	10919
82168	10926
82168	11034
82168	11087
82168	11101
82168	11127
82168	11257
82168	11258
82168	11261
82168	11265
82168	11266
82168	11278
82168	11282
82168	11284
82168	11289
82168	11315
82168	11321
82168	11334
82168	11336
82168	11338
82168	11352
82168	11354
82168	11374
82168	11397
82168	11478
82168	11500
82168	11503
82168	11509
82168	11519
82168	11522
82168	11536
82168	11537
82168	11621
82168	11622
82168	11627
82168	11737
82168	11739
82168	11745
82168	11758
82168	11917
82168	11918
82168	11992
82168	11998
82168	12009
82168	12028
82168	12043
82168	12059
82168	12080
82168	12093
82168	12099
82168	12108
82168	12143
82168	12147
82168	12149
82168	12156
82168	12165
82168	12172
82168	12259
82168	12261
82168	12289
82168	12393
82168	12396
82168	12400
82168	12438
82168	12440
82168	12442
82168	12449
82168	12467
82168	12476
82168	12529
82168	12539
82168	12680
82168	12684
82168	12712
82168	12799
82168	12886
82168	12896
82168	12948
82168	12982
82168	13001
82168	13003
82168	13035
82168	13036
82168	13044
82168	13107
82168	13162
